Age,Sex,Year,Quarter,YQ,Deaths,Population,Death_rate
30-34,Male,2013,4,2013 Q4,24,162215,1.4795179237431802e-4
30-34,Male,2014,1,2014 Q1,26,161762,1.6072996130117085e-4
30-34,Male,2014,2,2014 Q2,27,161539,1.6714230000185713e-4
30-34,Male,2014,3,2014 Q3,29,161245,1.7985053800117834e-4
30-34,Male,2014,4,2014 Q4,33,161406,2.044533660458719e-4
30-34,Male,2015,1,2015 Q1,21,161526,1.300100293451209e-4
30-34,Male,2015,2,2015 Q2,17,161795,1.0507123211471307e-4
30-34,Male,2015,3,2015 Q3,18,162333,1.108831845650607e-4
30-34,Male,2015,4,2015 Q4,26,163153,1.5935961949826237e-4
30-34,Male,2016,1,2016 Q1,22,163937,1.3419789309307843e-4
30-34,Male,2016,2,2016 Q2,24,164999,1.454554270025879e-4
30-34,Male,2016,3,2016 Q3,21,166177,1.2637127881716482e-4
30-34,Male,2016,4,2016 Q4,32,167397,1.9116232668446866e-4
30-34,Male,2017,1,2017 Q1,28,168307,1.6636265871294717e-4
30-34,Male,2017,2,2017 Q2,22,169381,1.2988469781144283e-4
30-34,Male,2017,3,2017 Q3,17,170626,9.963311570335118e-5
30-34,Male,2017,4,2017 Q4,34,171825,1.9787574567146807e-4
30-34,Male,2018,1,2018 Q1,21,172227,1.2193210123848177e-4
30-34,Male,2018,2,2018 Q2,38,173710,2.18755396925911e-4
30-34,Male,2018,3,2018 Q3,30,175092,1.713384963333562e-4
30-34,Male,2018,4,2018 Q4,25,176809,1.413955171965228e-4
30-34,Male,2019,1,2019 Q1,25,177846,1.4057105585731477e-4
30-34,Male,2019,2,2019 Q2,25,179281,1.394458977805791e-4
30-34,Male,2019,3,2019 Q3,23,180785,1.2722294438144758e-4
30-34,Male,2019,4,2019 Q4,26,182016,1.4284458509142053e-4
30-34,Male,2020,1,2020 Q1,19,182835,1.0391883392129515e-4
30-34,Male,2020,2,2020 Q2,22,184367,1.193272114857865e-4
30-34,Male,2020,3,2020 Q3,21,185281,1.1334135718179414e-4
30-34,Male,2020,4,2020 Q4,26,186676,1.3927875034819688e-4
30-34,Male,2021,1,2021 Q1,24,188196,1.2752662118217177e-4
30-34,Male,2021,2,2021 Q2,21,189376,1.1089050354849612e-4
30-34,Male,2021,3,2021 Q3,25,190728,1.3107671658068034e-4
30-34,Male,2021,4,2021 Q4,21,192097,1.0931977074082365e-4
30-34,Male,2022,1,2022 Q1,26,193699,1.342288808925188e-4
30-34,Male,2022,2,2022 Q2,32,195664,1.6354567012838336e-4
30-34,Male,2022,3,2022 Q3,26,197665,1.3153567905294311e-4
35-39,Female,2008,1,2008 Q1,49,191088,2.5642635853638117e-4
35-39,Female,2008,2,2008 Q2,34,190821,1.7817745426341964e-4
35-39,Female,2008,3,2008 Q3,31,190855,1.6242697335673678e-4
35-39,Female,2008,4,2008 Q4,30,191255,1.568586442184518e-4
35-39,Female,2009,1,2009 Q1,33,191245,1.7255353081126304e-4
35-39,Female,2009,2,2009 Q2,28,191671,1.460836537608715e-4
35-39,Female,2009,3,2009 Q3,27,191765,1.407973300654447e-4
35-39,Female,2009,4,2009 Q4,27,192415,1.4032170049112596e-4
35-39,Female,2010,1,2010 Q1,30,192614,1.5575191834446095e-4
35-39,Female,2010,2,2010 Q2,33,193294,1.707243887549536e-4
35-39,Female,2010,3,2010 Q3,15,193603,7.74781382519899e-5
35-39,Female,2010,4,2010 Q4,18,194072,9.27490828146255e-5
35-39,Female,2011,1,2011 Q1,27,194329,1.3893963330228632e-4
35-39,Female,2011,2,2011 Q2,18,194214,9.268126911551175e-5
35-39,Female,2011,3,2011 Q3,15,193525,7.75093657150239e-5
35-39,Female,2011,4,2011 Q4,27,192430,1.4031076235514214e-4
35-39,Female,2012,1,2012 Q1,19,191027,9.946237966360777e-5
35-39,Female,2012,2,2012 Q2,28,189821,1.4750738853972953e-4
35-39,Female,2012,3,2012 Q3,22,188050,1.1699016219090668e-4
35-39,Female,2012,4,2012 Q4,12,186852,6.422195106287329e-5
35-39,Female,2013,1,2013 Q1,31,185843,1.6680746651743676e-4
35-39,Female,2013,2,2013 Q2,23,184804,1.2445618060215148e-4
35-39,Female,2013,3,2013 Q3,18,184223,9.770766950923609e-5
35-39,Female,2013,4,2013 Q4,17,183555,9.261529241916591e-5
35-39,Female,2014,1,2014 Q1,24,182734,1.313384482362341e-4
35-39,Female,2014,2,2014 Q2,22,181584,1.2115604899110054e-4
35-39,Female,2014,3,2014 Q3,22,181064,1.215039985861353e-4
35-39,Female,2014,4,2014 Q4,25,179866,1.3899236097984056e-4
35-39,Female,2015,1,2015 Q1,16,178824,8.947344875408222e-5
35-39,Female,2015,2,2015 Q2,16,177738,9.002014200677401e-5
35-39,Female,2015,3,2015 Q3,23,176600,1.30237825594564e-4
35-39,Female,2015,4,2015 Q4,22,175443,1.2539685253900126e-4
35-39,Female,2016,1,2016 Q1,25,174101,1.4359480990919064e-4
35-39,Female,2016,2,2016 Q2,17,172513,9.854329818622365e-5
35-39,Female,2016,3,2016 Q3,18,171603,1.0489327109665915e-4
35-39,Female,2016,4,2016 Q4,24,171179,1.4020411382237308e-4
35-39,Female,2017,1,2017 Q1,20,170741,1.1713648157150304e-4
35-39,Female,2017,2,2017 Q2,24,170073,1.4111587377185091e-4
35-39,Female,2017,3,2017 Q3,15,169443,8.852534480621803e-5
35-39,Female,2017,4,2017 Q4,26,168884,1.5395182492124773e-4
35-39,Female,2018,1,2018 Q1,21,168153,1.2488626429501705e-4
35-39,Female,2018,2,2018 Q2,24,167277,1.4347459602934056e-4
35-39,Female,2018,3,2018 Q3,21,165926,1.2656244349890916e-4
35-39,Female,2018,4,2018 Q4,26,165294,1.5729548561956271e-4
35-39,Female,2019,1,2019 Q1,22,164829,1.334716585066948e-4
35-39,Female,2019,2,2019 Q2,19,164232,1.1568999951288421e-4
35-39,Female,2019,3,2019 Q3,21,163456,1.2847494126859828e-4
35-39,Female,2019,4,2019 Q4,15,163100,9.196811771919068e-5
35-39,Female,2020,1,2020 Q1,13,162485,8.000738529710434e-5
35-39,Female,2020,2,2020 Q2,21,161686,1.2988137501082346e-4
35-39,Female,2020,3,2020 Q3,20,161606,1.2375778127049738e-4
35-39,Female,2020,4,2020 Q4,19,162003,1.1728177873249261e-4
35-39,Female,2021,1,2021 Q1,25,162234,1.5409840107499044e-4
35-39,Female,2021,2,2021 Q2,14,162610,8.609556607834697e-5
35-39,Female,2021,3,2021 Q3,16,163263,9.800138426955281e-5
35-39,Female,2021,4,2021 Q4,17,163968,1.0367876658860266e-4
35-39,Female,2022,1,2022 Q1,18,164736,1.0926573426573427e-4
35-39,Female,2022,2,2022 Q2,13,165152,7.871536523929471e-5
35-39,Female,2022,3,2022 Q3,12,168054,7.140561962226428e-5
35-39,Male,2008,1,2008 Q1,52,195795,2.655839015296611e-4
35-39,Male,2008,2,2008 Q2,53,195508,2.7108865110379117e-4
35-39,Male,2008,3,2008 Q3,58,195115,2.9726058990851547e-4
35-39,Male,2008,4,2008 Q4,53,195200,2.7151639344262296e-4
35-39,Male,2009,1,2009 Q1,66,194982,3.384927839492876e-4
35-39,Male,2009,2,2009 Q2,58,194850,2.976648704131383e-4
35-39,Male,2009,3,2009 Q3,46,194738,2.3621481169571425e-4
35-39,Male,2009,4,2009 Q4,67,194874,3.4381189897061693e-4
35-39,Male,2010,1,2010 Q1,50,194779,2.5670118441926493e-4
35-39,Male,2010,2,2010 Q2,64,195315,3.276758057496864e-4
35-39,Male,2010,3,2010 Q3,56,195538,2.8638934631631705e-4
35-39,Male,2010,4,2010 Q4,43,195845,2.1956138783221424e-4
35-39,Male,2011,1,2011 Q1,54,195459,2.762727733181895e-4
35-39,Male,2011,2,2011 Q2,55,195129,2.81864817633463e-4
35-39,Male,2011,3,2011 Q3,57,194050,2.937387271321824e-4
35-39,Male,2011,4,2011 Q4,54,193033,2.7974491408204813e-4
35-39,Male,2012,1,2012 Q1,38,191388,1.9854954333605032e-4
35-39,Male,2012,2,2012 Q2,51,189885,2.6858361639939965e-4
35-39,Male,2012,3,2012 Q3,49,188230,2.6031982149497953e-4
35-39,Male,2012,4,2012 Q4,44,186940,2.3536963731678613e-4
35-39,Male,2013,1,2013 Q1,48,186128,2.5788704547408234e-4
35-39,Male,2013,2,2013 Q2,44,184993,2.3784683744790342e-4
35-39,Male,2013,3,2013 Q3,37,184506,2.0053548394090165e-4
35-39,Male,2013,4,2013 Q4,45,184010,2.445519265257323e-4
35-39,Male,2014,1,2014 Q1,42,183201,2.292563905218858e-4
35-39,Male,2014,2,2014 Q2,40,182262,2.1946428767378827e-4
35-39,Male,2014,3,2014 Q3,45,181723,2.476296341134584e-4
35-39,Male,2014,4,2014 Q4,42,180972,2.3208010078907233e-4
35-39,Male,2015,1,2015 Q1,33,180041,1.8329158358373925e-4
35-39,Male,2015,2,2015 Q2,30,179033,1.6756687314629148e-4
35-39,Male,2015,3,2015 Q3,40,178377,2.2424415703818317e-4
35-39,Male,2015,4,2015 Q4,42,177257,2.3694409811742272e-4
35-39,Male,2016,1,2016 Q1,40,176324,2.2685510764274856e-4
35-39,Male,2016,2,2016 Q2,43,174969,2.4575781995667806e-4
35-39,Male,2016,3,2016 Q3,34,174080,1.953125e-4
35-39,Male,2016,4,2016 Q4,37,173454,2.1331303976846887e-4
35-39,Male,2017,1,2017 Q1,37,172682,2.1426668674210398e-4
35-39,Male,2017,2,2017 Q2,37,172096,2.149962811454072e-4
35-39,Male,2017,3,2017 Q3,32,171651,1.864247805139498e-4
35-39,Male,2017,4,2017 Q4,27,171315,1.5760441292356187e-4
35-39,Male,2018,1,2018 Q1,30,170855,1.7558748646513125e-4
35-39,Male,2018,2,2018 Q2,39,170069,2.2931868829710294e-4
35-39,Male,2018,3,2018 Q3,25,169102,1.4783976534872445e-4
35-39,Male,2018,4,2018 Q4,42,168657,2.490261299560647e-4
35-39,Male,2019,1,2019 Q1,30,168058,1.7850980018803032e-4
35-39,Male,2019,2,2019 Q2,28,167654,1.6701062903360492e-4
35-39,Male,2019,3,2019 Q3,43,167049,2.574095026010332e-4
35-39,Male,2019,4,2019 Q4,35,166604,2.1007898970012723e-4
35-39,Male,2020,1,2020 Q1,40,165977,2.4099724660645751e-4
35-39,Male,2020,2,2020 Q2,35,165561,2.1140244381225048e-4
35-39,Male,2020,3,2020 Q3,42,165161,2.5429732200701134e-4
35-39,Male,2020,4,2020 Q4,40,165555,2.4161154903204373e-4
35-39,Male,2021,1,2021 Q1,31,165978,1.8677174083312246e-4
35-39,Male,2021,2,2021 Q2,39,166757,2.3387324070353867e-4
35-39,Male,2021,3,2021 Q3,32,167754,1.907555110459363e-4
35-39,Male,2021,4,2021 Q4,30,168867,1.7765460391906056e-4
35-39,Male,2022,1,2022 Q1,40,170080,2.3518344308560678e-4
35-39,Male,2022,2,2022 Q2,29,171153,1.6943903992334343e-4
35-39,Male,2022,3,2022 Q3,38,172910,2.197675091087849e-4
40-44,Female,2008,1,2008 Q1,64,210969,3.0336210533301103e-4
40-44,Female,2008,2,2008 Q2,55,210808,2.609009145762969e-4
40-44,Female,2008,3,2008 Q3,67,210331,3.1854553061602903e-4
40-44,Female,2008,4,2008 Q4,62,209546,2.9587775476506355e-4
40-44,Female,2009,1,2009 Q1,52,208574,2.4931199478362597e-4
40-44,Female,2009,2,2009 Q2,46,207425,2.2176690370013258e-4
40-44,Female,2009,3,2009 Q3,54,206630,2.6133668876736197e-4
40-44,Female,2009,4,2009 Q4,62,205578,3.0158869139693936e-4
40-44,Female,2010,1,2010 Q1,73,204237,3.574278901472309e-4
40-44,Female,2010,2,2010 Q2,47,202855,2.316925883019891e-4
40-44,Female,2010,3,2010 Q3,48,201783,2.3787930598712477e-4
40-44,Female,2010,4,2010 Q4,47,200497,2.3441747258063711e-4
40-44,Female,2011,1,2011 Q1,54,199063,2.7127090418611194e-4
40-44,Female,2011,2,2011 Q2,47,197471,2.380096317940356e-4
40-44,Female,2011,3,2011 Q3,54,196211,2.752139278633716e-4
40-44,Female,2011,4,2011 Q4,34,195146,1.7422852633412932e-4
40-44,Female,2012,1,2012 Q1,47,193901,2.4239173598898406e-4
40-44,Female,2012,2,2012 Q2,44,193238,2.276984858050694e-4
40-44,Female,2012,3,2012 Q3,45,193290,2.3281080242123234e-4
40-44,Female,2012,4,2012 Q4,43,193117,2.2266294526116293e-4
40-44,Female,2013,1,2013 Q1,42,192693,2.1796328875465118e-4
40-44,Female,2013,2,2013 Q2,43,192389,2.2350550187380777e-4
40-44,Female,2013,3,2013 Q3,37,192394,1.9231368961610028e-4
40-44,Female,2013,4,2013 Q4,52,192709,2.698369043480066e-4
40-44,Female,2014,1,2014 Q1,37,192679,1.9202922996278785e-4
40-44,Female,2014,2,2014 Q2,46,193103,2.3821483871301844e-4
40-44,Female,2014,3,2014 Q3,33,193220,1.7078977331539178e-4
40-44,Female,2014,4,2014 Q4,41,193895,2.1145465329173006e-4
40-44,Female,2015,1,2015 Q1,37,194114,1.9060964175690573e-4
40-44,Female,2015,2,2015 Q2,37,194878,1.8986237543488748e-4
40-44,Female,2015,3,2015 Q3,45,195278,2.3044070504613936e-4
40-44,Female,2015,4,2015 Q4,46,195861,2.348604367382991e-4
40-44,Female,2016,1,2016 Q1,34,196251,1.7324752485337654e-4
40-44,Female,2016,2,2016 Q2,35,196316,1.782839911163634e-4
40-44,Female,2016,3,2016 Q3,41,195747,2.0945404016408937e-4
40-44,Female,2016,4,2016 Q4,36,194953,1.8465989238431826e-4
40-44,Female,2017,1,2017 Q1,41,193540,2.1184251317557095e-4
40-44,Female,2017,2,2017 Q2,28,192455,1.4548855576628302e-4
40-44,Female,2017,3,2017 Q3,39,190900,2.0429544264012573e-4
40-44,Female,2017,4,2017 Q4,36,189761,1.8971232234231482e-4
40-44,Female,2018,1,2018 Q1,42,188736,2.2253306205493388e-4
40-44,Female,2018,2,2018 Q2,42,187836,2.2359931003641475e-4
40-44,Female,2018,3,2018 Q3,31,187250,1.6555407209612816e-4
40-44,Female,2018,4,2018 Q4,40,186729,2.1421418204992261e-4
40-44,Female,2019,1,2019 Q1,38,185852,2.0446376686826076e-4
40-44,Female,2019,2,2019 Q2,33,184677,1.7869036209165192e-4
40-44,Female,2019,3,2019 Q3,19,184048,1.0323393897244197e-4
40-44,Female,2019,4,2019 Q4,30,182829,1.640877541309092e-4
40-44,Female,2020,1,2020 Q1,38,181674,2.0916586853374726e-4
40-44,Female,2020,2,2020 Q2,32,180419,1.7736491167781663e-4
40-44,Female,2020,3,2020 Q3,34,179062,1.8987836615250584e-4
40-44,Female,2020,4,2020 Q4,29,177835,1.6307251103551046e-4
40-44,Female,2021,1,2021 Q1,37,176448,2.0969350743561843e-4
40-44,Female,2021,2,2021 Q2,32,174773,1.8309464276518685e-4
40-44,Female,2021,3,2021 Q3,31,173743,1.7842445451039755e-4
40-44,Female,2021,4,2021 Q4,32,173248,1.847063169560399e-4
40-44,Female,2022,1,2022 Q1,35,172805,2.0254043575128035e-4
40-44,Female,2022,2,2022 Q2,27,172335,1.5667159892070678e-4
40-44,Female,2022,3,2022 Q3,29,173107,1.675264431825403e-4
40-44,Male,2008,1,2008 Q1,95,217953,4.358737893031984e-4
40-44,Male,2008,2,2008 Q2,101,217805,4.637175455108928e-4
40-44,Male,2008,3,2008 Q3,107,217418,4.921395652613859e-4
40-44,Male,2008,4,2008 Q4,96,216712,4.429842371442283e-4
40-44,Male,2009,1,2009 Q1,104,215818,4.818875163332067e-4
40-44,Male,2009,2,2009 Q2,97,214454,4.5231145140682853e-4
40-44,Male,2009,3,2009 Q3,97,213412,4.5451989578842804e-4
40-44,Male,2009,4,2009 Q4,94,212063,4.432645015867926e-4
40-44,Male,2010,1,2010 Q1,99,210336,4.706754906435418e-4
40-44,Male,2010,2,2010 Q2,98,208614,4.697671297228374e-4
40-44,Male,2010,3,2010 Q3,83,207287,4.004110243285879e-4
40-44,Male,2010,4,2010 Q4,88,205749,4.277056024573631e-4
40-44,Male,2011,1,2011 Q1,93,204243,4.5533996269149984e-4
40-44,Male,2011,2,2011 Q2,87,202457,4.2972087900146696e-4
40-44,Male,2011,3,2011 Q3,83,201319,4.1228100676041505e-4
40-44,Male,2011,4,2011 Q4,66,199924,3.3012544767011464e-4
40-44,Male,2012,1,2012 Q1,75,198283,3.7824725266412146e-4
40-44,Male,2012,2,2012 Q2,85,197446,4.3049745246801657e-4
40-44,Male,2012,3,2012 Q3,60,197107,3.044031921748086e-4
40-44,Male,2012,4,2012 Q4,82,196657,4.169696476606477e-4
40-44,Male,2013,1,2013 Q1,80,195850,4.0847587439366863e-4
40-44,Male,2013,2,2013 Q2,76,195519,3.887090257212854e-4
40-44,Male,2013,3,2013 Q3,65,194997,3.3333846161735824e-4
40-44,Male,2013,4,2013 Q4,69,194875,3.5407312379730595e-4
40-44,Male,2014,1,2014 Q1,71,194651,3.6475538271059485e-4
40-44,Male,2014,2,2014 Q2,74,194749,3.799762771567505e-4
40-44,Male,2014,3,2014 Q3,73,194996,3.743666536749472e-4
40-44,Male,2014,4,2014 Q4,66,195308,3.3792778585618613e-4
40-44,Male,2015,1,2015 Q1,71,195490,3.6318993298889966e-4
40-44,Male,2015,2,2015 Q2,70,196277,3.5663883185498046e-4
40-44,Male,2015,3,2015 Q3,62,196895,3.1488864623276363e-4
40-44,Male,2015,4,2015 Q4,62,197517,3.138970316479088e-4
40-44,Male,2016,1,2016 Q1,76,197269,3.8526073534108247e-4
40-44,Male,2016,2,2016 Q2,66,197201,3.346839011972556e-4
40-44,Male,2016,3,2016 Q3,69,196520,3.5110930185222876e-4
40-44,Male,2016,4,2016 Q4,55,195748,2.809734965363631e-4
40-44,Male,2017,1,2017 Q1,59,194331,3.036057036705415e-4
40-44,Male,2017,2,2017 Q2,63,193068,3.2630990117471563e-4
40-44,Male,2017,3,2017 Q3,49,191369,2.5604983043230615e-4
40-44,Male,2017,4,2017 Q4,55,190292,2.890294915182982e-4
40-44,Male,2018,1,2018 Q1,56,189519,2.9548488542045917e-4
40-44,Male,2018,2,2018 Q2,63,188467,3.34276027102888e-4
40-44,Male,2018,3,2018 Q3,65,188121,3.4552229681960017e-4
40-44,Male,2018,4,2018 Q4,58,187674,3.090465381459339e-4
40-44,Male,2019,1,2019 Q1,50,186713,2.677906733864273e-4
40-44,Male,2019,2,2019 Q2,54,185598,2.909514111143439e-4
40-44,Male,2019,3,2019 Q3,54,184893,2.9206081355162176e-4
40-44,Male,2019,4,2019 Q4,44,183892,2.392708763839645e-4
40-44,Male,2020,1,2020 Q1,53,182485,2.904348302600214e-4
40-44,Male,2020,2,2020 Q2,56,180992,3.094059405940594e-4
40-44,Male,2020,3,2020 Q3,47,179809,2.613884733244721e-4
40-44,Male,2020,4,2020 Q4,63,178585,3.5277318923761794e-4
40-44,Male,2021,1,2021 Q1,53,177372,2.98807027039217e-4
40-44,Male,2021,2,2021 Q2,50,176005,2.8408283855572286e-4
40-44,Male,2021,3,2021 Q3,43,174967,2.457606291472106e-4
40-44,Male,2021,4,2021 Q4,51,174377,2.9246976378765547e-4
40-44,Male,2022,1,2022 Q1,56,173740,3.2232070910556004e-4
40-44,Male,2022,2,2022 Q2,58,173401,3.344848068926938e-4
40-44,Male,2022,3,2022 Q3,65,173461,3.7472400136053636e-4
45-49,Female,2008,1,2008 Q1,90,187337,4.804176430710431e-4
45-49,Female,2008,2,2008 Q2,97,188155,5.155324067922724e-4
45-49,Female,2008,3,2008 Q3,99,189338,5.228744361934741e-4
45-49,Female,2008,4,2008 Q4,86,190994,4.5027592489816433e-4
45-49,Female,2009,1,2009 Q1,112,192025,5.832573883608905e-4
45-49,Female,2009,2,2009 Q2,96,193209,4.96871263761005e-4
45-49,Female,2009,3,2009 Q3,91,194512,4.678374598996463e-4
45-49,Female,2009,4,2009 Q4,84,195912,4.287639348278819e-4
45-49,Female,2010,1,2010 Q1,98,197288,4.967357365881351e-4
45-49,Female,2010,2,2010 Q2,76,198452,3.82964142462661e-4
45-49,Female,2010,3,2010 Q3,97,199810,4.854611881287223e-4
45-49,Female,2010,4,2010 Q4,109,201221,5.416929644520204e-4
45-49,Female,2011,1,2011 Q1,83,202458,4.099615722767191e-4
45-49,Female,2011,2,2011 Q2,100,204034,4.90114392699256e-4
45-49,Female,2011,3,2011 Q3,89,205866,4.323200528499121e-4
45-49,Female,2011,4,2011 Q4,115,207453,5.543424293695439e-4
45-49,Female,2012,1,2012 Q1,108,208699,5.174916985706688e-4
45-49,Female,2012,2,2012 Q2,80,209444,3.8196367525448327e-4
45-49,Female,2012,3,2012 Q3,79,210108,3.75997106250119e-4
45-49,Female,2012,4,2012 Q4,83,210571,3.9416633819471815e-4
45-49,Female,2013,1,2013 Q1,79,211165,3.7411502853219045e-4
45-49,Female,2013,2,2013 Q2,71,211027,3.364498381723666e-4
45-49,Female,2013,3,2013 Q3,69,210442,3.278813164672451e-4
45-49,Female,2013,4,2013 Q4,77,209667,3.6724901868200526e-4
45-49,Female,2014,1,2014 Q1,76,208710,3.6414163192947154e-4
45-49,Female,2014,2,2014 Q2,72,207697,3.4665883474484466e-4
45-49,Female,2014,3,2014 Q3,85,206946,4.1073516762827017e-4
45-49,Female,2014,4,2014 Q4,85,205825,4.1297218510870885e-4
45-49,Female,2015,1,2015 Q1,76,204582,3.714891828215581e-4
45-49,Female,2015,2,2015 Q2,62,203319,3.049395285241419e-4
45-49,Female,2015,3,2015 Q3,76,202363,3.7556272638772896e-4
45-49,Female,2015,4,2015 Q4,79,201151,3.927397825514166e-4
45-49,Female,2016,1,2016 Q1,75,199814,3.7534907463941463e-4
45-49,Female,2016,2,2016 Q2,61,198390,3.074751751600383e-4
45-49,Female,2016,3,2016 Q3,66,197296,3.3452274754683316e-4
45-49,Female,2016,4,2016 Q4,78,196315,3.973206326566997e-4
45-49,Female,2017,1,2017 Q1,62,195034,3.178932904006481e-4
45-49,Female,2017,2,2017 Q2,66,194494,3.3934208767365573e-4
45-49,Female,2017,3,2017 Q3,67,194675,3.441633491716964e-4
45-49,Female,2017,4,2017 Q4,63,194624,3.2370108516935217e-4
45-49,Female,2018,1,2018 Q1,56,194163,2.884174636774257e-4
45-49,Female,2018,2,2018 Q2,58,193935,2.990692757882796e-4
45-49,Female,2018,3,2018 Q3,60,194031,3.0922893764398474e-4
45-49,Female,2018,4,2018 Q4,70,194391,3.6009897577562745e-4
45-49,Female,2019,1,2019 Q1,58,194245,2.9859198434966153e-4
45-49,Female,2019,2,2019 Q2,48,194686,2.465508562505779e-4
45-49,Female,2019,3,2019 Q3,60,194866,3.0790389293155297e-4
45-49,Female,2019,4,2019 Q4,56,195560,2.863571282470853e-4
45-49,Female,2020,1,2020 Q1,65,195744,3.320663724047736e-4
45-49,Female,2020,2,2020 Q2,57,196501,2.9007485966992534e-4
45-49,Female,2020,3,2020 Q3,45,196756,2.2870967086137145e-4
45-49,Female,2020,4,2020 Q4,60,197339,3.040453230228186e-4
45-49,Female,2021,1,2021 Q1,49,197743,2.477963821728203e-4
45-49,Female,2021,2,2021 Q2,69,197784,3.48865428952797e-4
45-49,Female,2021,3,2021 Q3,67,197259,3.396549713828013e-4
45-49,Female,2021,4,2021 Q4,62,196395,3.1569031798161866e-4
45-49,Female,2022,1,2022 Q1,65,195133,3.3310613786494337e-4
45-49,Female,2022,2,2022 Q2,49,194140,2.5239517873699394e-4
45-49,Female,2022,3,2022 Q3,47,193429,2.4298321347884753e-4
45-49,Male,2008,1,2008 Q1,170,191945,8.856703743259788e-4
45-49,Male,2008,2,2008 Q2,174,192782,9.025738917533794e-4
45-49,Male,2008,3,2008 Q3,143,193876,7.375848480472054e-4
45-49,Male,2008,4,2008 Q4,161,195722,8.225953137613554e-4
45-49,Male,2009,1,2009 Q1,152,196710,7.72711097554776e-4
45-49,Male,2009,2,2009 Q2,151,198108,7.622105114382054e-4
45-49,Male,2009,3,2009 Q3,138,199511,6.916911849471959e-4
45-49,Male,2009,4,2009 Q4,140,201052,6.963372659809403e-4
45-49,Male,2010,1,2010 Q1,156,202547,7.701916098485784e-4
45-49,Male,2010,2,2010 Q2,166,203642,8.151560090747488e-4
45-49,Male,2010,3,2010 Q3,146,204711,7.132005607905779e-4
45-49,Male,2010,4,2010 Q4,139,206135,6.743153758459262e-4
45-49,Male,2011,1,2011 Q1,154,207446,7.423618676667663e-4
45-49,Male,2011,2,2011 Q2,150,209033,7.175900455908876e-4
45-49,Male,2011,3,2011 Q3,115,210661,5.459007599887971e-4
45-49,Male,2011,4,2011 Q4,171,212503,8.0469452195969e-4
45-49,Male,2012,1,2012 Q1,138,213892,6.451854206795953e-4
45-49,Male,2012,2,2012 Q2,141,214913,6.560794367953544e-4
45-49,Male,2012,3,2012 Q3,155,215745,7.184407518134835e-4
45-49,Male,2012,4,2012 Q4,140,216096,6.478602102769139e-4
45-49,Male,2013,1,2013 Q1,143,216186,6.614674400747504e-4
45-49,Male,2013,2,2013 Q2,138,215889,6.392173755957923e-4
45-49,Male,2013,3,2013 Q3,130,215502,6.032426613210086e-4
45-49,Male,2013,4,2013 Q4,146,214746,6.798729662019316e-4
45-49,Male,2014,1,2014 Q1,120,213715,5.614954495472943e-4
45-49,Male,2014,2,2014 Q2,133,212570,6.256762478242462e-4
45-49,Male,2014,3,2014 Q3,134,211720,6.329113924050633e-4
45-49,Male,2014,4,2014 Q4,127,210531,6.032365779861398e-4
45-49,Male,2015,1,2015 Q1,128,209022,6.123757307843193e-4
45-49,Male,2015,2,2015 Q2,139,207540,6.69750409559603e-4
45-49,Male,2015,3,2015 Q3,122,206478,5.908619804531233e-4
45-49,Male,2015,4,2015 Q4,114,205135,5.557315913910352e-4
45-49,Male,2016,1,2016 Q1,136,203825,6.672390531092849e-4
45-49,Male,2016,2,2016 Q2,107,202339,5.288155026959706e-4
45-49,Male,2016,3,2016 Q3,116,201470,5.757681044324217e-4
45-49,Male,2016,4,2016 Q4,112,200223,5.593762954305949e-4
45-49,Male,2017,1,2017 Q1,107,198807,5.38210425186236e-4
45-49,Male,2017,2,2017 Q2,122,198169,6.156361489435784e-4
45-49,Male,2017,3,2017 Q3,106,197925,5.355563976253632e-4
45-49,Male,2017,4,2017 Q4,118,197651,5.97011904822136e-4
45-49,Male,2018,1,2018 Q1,118,196926,5.992098554787077e-4
45-49,Male,2018,2,2018 Q2,91,196767,4.6247592330014685e-4
45-49,Male,2018,3,2018 Q3,88,196354,4.481701416828789e-4
45-49,Male,2018,4,2018 Q4,108,196238,5.503521234419429e-4
45-49,Male,2019,1,2019 Q1,119,195838,6.076450944147714e-4
45-49,Male,2019,2,2019 Q2,87,195899,4.4410640176825814e-4
45-49,Male,2019,3,2019 Q3,94,196029,4.795208872156671e-4
45-49,Male,2019,4,2019 Q4,109,196255,5.553998624238873e-4
45-49,Male,2020,1,2020 Q1,98,196145,4.99630375487522e-4
45-49,Male,2020,2,2020 Q2,100,196809,5.08106844707305e-4
45-49,Male,2020,3,2020 Q3,78,196936,3.960677580533777e-4
45-49,Male,2020,4,2020 Q4,104,197532,5.264969726424073e-4
45-49,Male,2021,1,2021 Q1,82,197261,4.156929144635787e-4
45-49,Male,2021,2,2021 Q2,97,197167,4.919687371618983e-4
45-49,Male,2021,3,2021 Q3,111,196490,5.649142449997456e-4
45-49,Male,2021,4,2021 Q4,102,195796,5.209503769229198e-4
45-49,Male,2022,1,2022 Q1,112,194573,5.756194333232257e-4
45-49,Male,2022,2,2022 Q2,101,193282,5.22552539812295e-4
45-49,Male,2022,3,2022 Q3,81,191899,4.2209704063074846e-4
50-54,Female,2008,1,2008 Q1,169,180281,9.374254635818528e-4
50-54,Female,2008,2,2008 Q2,162,180139,8.993055362803169e-4
50-54,Female,2008,3,2008 Q3,130,180164,7.215647965187273e-4
