Age,Sex,Year,Quarter,YQ,Deaths,Population,Death_rate
60-69,Male,2011,2,2011 Q2,1219,338351,0.0036027675402171117
60-69,Male,2011,3,2011 Q3,1161,339574,0.0034189896752990514
60-69,Male,2011,4,2011 Q4,1246,339986,0.0036648567882206916
60-69,Male,2012,1,2012 Q1,1270,340835,0.003726143148444262
60-69,Male,2012,2,2012 Q2,1244,341428,0.0036435207422941293
60-69,Male,2012,3,2012 Q3,1155,341853,0.0033786452071504418
60-69,Male,2012,4,2012 Q4,1290,341632,0.0037759928812289246
60-69,Male,2013,1,2013 Q1,1325,341978,0.00387451824386364
60-69,Male,2013,2,2013 Q2,1271,342568,0.0037102122790219753
60-69,Male,2013,3,2013 Q3,1160,342832,0.0033835814626405935
60-69,Male,2013,4,2013 Q4,1192,342681,0.0034784537222664813
60-69,Male,2014,1,2014 Q1,1264,342306,0.0036926025252259674
60-69,Male,2014,2,2014 Q2,1239,341555,0.003627527045424602
60-69,Male,2014,3,2014 Q3,1137,341107,0.003333264928600117
60-69,Male,2014,4,2014 Q4,1218,340234,0.0035798891351246495
60-69,Male,2015,1,2015 Q1,1285,339224,0.0037880574487654177
60-69,Male,2015,2,2015 Q2,1108,338223,0.003275945160441484
60-69,Male,2015,3,2015 Q3,1127,337497,0.0033392889418276312
60-69,Male,2015,4,2015 Q4,1180,336572,0.0035059363226887562
60-69,Male,2016,1,2016 Q1,1262,335339,0.0037633558876241655
60-69,Male,2016,2,2016 Q2,1129,333779,0.00338247762741215
60-69,Male,2016,3,2016 Q3,1076,332174,0.00323926616773137
60-69,Male,2016,4,2016 Q4,1141,331330,0.0034436966166661634
60-69,Male,2017,1,2017 Q1,1134,330547,0.003430677029287817
60-69,Male,2017,2,2017 Q2,1071,329270,0.0032526498010751054
60-69,Male,2017,3,2017 Q3,1026,328199,0.0031261521211216367
60-69,Male,2017,4,2017 Q4,1136,327538,0.0034682998613901287
60-69,Male,2018,1,2018 Q1,1200,327104,0.0036685580121306985
60-69,Male,2018,2,2018 Q2,1088,326636,0.003330924943974332
60-69,Male,2018,3,2018 Q3,1075,326485,0.003292647441689511
60-69,Male,2018,4,2018 Q4,1041,325688,0.0031963105794502716
60-69,Male,2019,1,2019 Q1,1222,325943,0.0037491217789613522
60-69,Male,2019,2,2019 Q2,1060,325971,0.003251823014930776
60-69,Male,2019,3,2019 Q3,1017,326002,0.0031196127631118826
60-69,Male,2019,4,2019 Q4,1197,326306,0.0036683358565273087
60-69,Male,2020,1,2020 Q1,1109,326395,0.0033977236170897227
60-69,Male,2020,2,2020 Q2,1045,326541,0.0032002106932973195
60-69,Male,2020,3,2020 Q3,1003,327032,0.0030669781550429318
60-69,Male,2020,4,2020 Q4,1062,327980,0.003238002317214464
60-69,Male,2021,1,2021 Q1,1063,328751,0.0032334502404555423
60-69,Male,2021,2,2021 Q2,1005,329117,0.003053625306501943
60-69,Male,2021,3,2021 Q3,1054,329988,0.0031940555414136274
60-69,Male,2021,4,2021 Q4,1172,331072,0.0035400154649139763
60-69,Male,2022,1,2022 Q1,1154,331789,0.0034781141026375196
60-69,Male,2022,2,2022 Q2,1071,332969,0.0032165156516072066
60-69,Male,2022,3,2022 Q3,1014,334515,0.003031254203847361
60-69,Male,2022,4,2022 Q4,1074,335919,0.0031971993248372374
70-79,Female,2008,1,2008 Q1,1569,197291,0.00795271958680325
70-79,Female,2008,2,2008 Q2,1392,197944,0.00703229196136281
70-79,Female,2008,3,2008 Q3,1336,198768,0.0067214038477018435
70-79,Female,2008,4,2008 Q4,1429,199599,0.0071593545057840975
70-79,Female,2009,1,2009 Q1,1594,200191,0.007962395911904131
70-79,Female,2009,2,2009 Q2,1343,200758,0.0066896462407475665
70-79,Female,2009,3,2009 Q3,1347,201951,0.006669934786161
70-79,Female,2009,4,2009 Q4,1439,202803,0.00709555578566392
70-79,Female,2010,1,2010 Q1,1508,203550,0.007408499140260379
70-79,Female,2010,2,2010 Q2,1431,204854,0.006985462817421188
70-79,Female,2010,3,2010 Q3,1321,205932,0.006414738845832605
70-79,Female,2010,4,2010 Q4,1426,207190,0.006882571552681114
70-79,Female,2011,1,2011 Q1,1427,208057,0.006858697376199791
70-79,Female,2011,2,2011 Q2,1338,209080,0.006399464319877559
70-79,Female,2011,3,2011 Q3,1272,210627,0.0060391117947841445
70-79,Female,2011,4,2011 Q4,1435,212079,0.006766346502954088
70-79,Female,2012,1,2012 Q1,1346,213380,0.006307995126066173
70-79,Female,2012,2,2012 Q2,1387,214943,0.006452873552523227
70-79,Female,2012,3,2012 Q3,1308,217241,0.006020962893744735
70-79,Female,2012,4,2012 Q4,1383,219487,0.006301056554602323
70-79,Female,2013,1,2013 Q1,1549,221479,0.006993891068679197
70-79,Female,2013,2,2013 Q2,1335,223620,0.005969949020660048
70-79,Female,2013,3,2013 Q3,1207,226408,0.005331083707289495
70-79,Female,2013,4,2013 Q4,1279,229065,0.0055835679828869535
70-79,Female,2014,1,2014 Q1,1325,231676,0.0057191940468585434
70-79,Female,2014,2,2014 Q2,1368,234751,0.005827451214265328
70-79,Female,2014,3,2014 Q3,1321,237873,0.005553383528185208
70-79,Female,2014,4,2014 Q4,1360,241195,0.005638591181409233
70-79,Female,2015,1,2015 Q1,1518,243637,0.006230580741020453
70-79,Female,2015,2,2015 Q2,1334,246930,0.005402340744340501
70-79,Female,2015,3,2015 Q3,1263,250313,0.00504568280512798
70-79,Female,2015,4,2015 Q4,1364,253733,0.005375729605530222
70-79,Female,2016,1,2016 Q1,1528,256717,0.005952079527261537
70-79,Female,2016,2,2016 Q2,1353,260304,0.005197768762677485
70-79,Female,2016,3,2016 Q3,1311,263965,0.004966567537362908
70-79,Female,2016,4,2016 Q4,1529,267326,0.005719608268555995
70-79,Female,2017,1,2017 Q1,1509,269936,0.005590213976646316
70-79,Female,2017,2,2017 Q2,1382,273397,0.005054920134456486
70-79,Female,2017,3,2017 Q3,1421,276751,0.005134579459514148
70-79,Female,2017,4,2017 Q4,1518,279468,0.005431748894327794
70-79,Female,2018,1,2018 Q1,1655,281242,0.00588461182895869
70-79,Female,2018,2,2018 Q2,1500,283524,0.005290557413129047
70-79,Female,2018,3,2018 Q3,1438,285896,0.005029801046534404
70-79,Female,2018,4,2018 Q4,1534,287941,0.0053274802824189674
70-79,Female,2019,1,2019 Q1,1578,289629,0.0054483494401458415
70-79,Female,2019,2,2019 Q2,1521,291543,0.005217069180189543
70-79,Female,2019,3,2019 Q3,1403,293474,0.004780662000722381
70-79,Female,2019,4,2019 Q4,1514,294974,0.005132655759490667
70-79,Female,2020,1,2020 Q1,1573,296314,0.005308557813670633
70-79,Female,2020,2,2020 Q2,1552,297954,0.005208857743141559
70-79,Female,2020,3,2020 Q3,1462,299628,0.00487938376920715
70-79,Female,2020,4,2020 Q4,1589,300894,0.005280929496766303
70-79,Female,2021,1,2021 Q1,1591,301943,0.0052692064396260225
70-79,Female,2021,2,2021 Q2,1563,303370,0.005152124468470844
70-79,Female,2021,3,2021 Q3,1625,304482,0.005336932889300517
70-79,Female,2021,4,2021 Q4,1716,304874,0.005628554747207043
70-79,Female,2022,1,2022 Q1,1770,305342,0.005796778694054536
70-79,Female,2022,2,2022 Q2,1620,306102,0.005292353529215752
70-79,Female,2022,3,2022 Q3,1695,306846,0.005523943606890753
70-79,Female,2022,4,2022 Q4,1751,306758,0.005708082592793016
70-79,Male,2008,1,2008 Q1,1833,164232,0.011161040479321935
70-79,Male,2008,2,2008 Q2,1684,165250,0.010190620272314675
70-79,Male,2008,3,2008 Q3,1640,166727,0.009836439209006339
70-79,Male,2008,4,2008 Q4,1780,167637,0.010618180950506153
70-79,Male,2009,1,2009 Q1,1964,168381,0.011664023850671989
70-79,Male,2009,2,2009 Q2,1649,169095,0.009751914604216564
70-79,Male,2009,3,2009 Q3,1588,170571,0.009309906138792644
70-79,Male,2009,4,2009 Q4,1751,171854,0.01018888125967391
70-79,Male,2010,1,2010 Q1,1849,172958,0.01069045664265313
70-79,Male,2010,2,2010 Q2,1684,174529,0.009648826269559787
70-79,Male,2010,3,2010 Q3,1657,175981,0.009415789204516396
70-79,Male,2010,4,2010 Q4,1782,177553,0.010036439823601967
70-79,Male,2011,1,2011 Q1,1730,178422,0.009696113707950814
70-79,Male,2011,2,2011 Q2,1651,179759,0.009184519273026664
70-79,Male,2011,3,2011 Q3,1670,181428,0.009204753400798113
70-79,Male,2011,4,2011 Q4,1788,183149,0.009762543066028206
70-79,Male,2012,1,2012 Q1,1773,184476,0.0096110063097638709
70-79,Male,2012,2,2012 Q2,1702,186312,0.009135214049551291
70-79,Male,2012,3,2012 Q3,1569,188849,0.008308225089886628
70-79,Male,2012,4,2012 Q4,1793,191584,0.00935881910806748
70-79,Male,2013,1,2013 Q1,1857,193604,0.009591743972231979
70-79,Male,2013,2,2013 Q2,1641,195802,0.008380915414551434
70-79,Male,2013,3,2013 Q3,1634,198701,0.008223411054800933
70-79,Male,2013,4,2013 Q4,1660,201358,0.008244023083264633
70-79,Male,2014,1,2014 Q1,1700,203855,0.008339260749061833
70-79,Male,2014,2,2014 Q2,1718,207001,0.008299476814121671
70-79,Male,2014,3,2014 Q3,1726,210214,0.008210680544587895
70-79,Male,2014,4,2014 Q4,1763,213270,0.008266516622122192
70-79,Male,2015,1,2015 Q1,1901,216203,0.008792662451492347
70-79,Male,2015,2,2015 Q2,1810,219503,0.00824590096718496
70-79,Male,2015,3,2015 Q3,1687,223100,0.007561631555356343
70-79,Male,2015,4,2015 Q4,1874,226446,0.008275703699778314
70-79,Male,2016,1,2016 Q1,1912,229599,0.00832756240227527
70-79,Male,2016,2,2016 Q2,1843,233467,0.007894049266063298
70-79,Male,2016,3,2016 Q3,1747,237379,0.007359538965114858
70-79,Male,2016,4,2016 Q4,1908,240567,0.007931262392597489
70-79,Male,2017,1,2017 Q1,2093,243219,0.00860541322840732
70-79,Male,2017,2,2017 Q2,1933,246453,0.007843280463212053
70-79,Male,2017,3,2017 Q3,1825,249702,0.007308711984685745
70-79,Male,2017,4,2017 Q4,1940,252505,0.007683016177897468
70-79,Male,2018,1,2018 Q1,2252,254499,0.008848757755433223
70-79,Male,2018,2,2018 Q2,1890,256621,0.007364946750265957
70-79,Male,2018,3,2018 Q3,1985,258965,0.007665128492267295
70-79,Male,2018,4,2018 Q4,2017,261038,0.007726844367486726
70-79,Male,2019,1,2019 Q1,2117,262429,0.008066943820995393
70-79,Male,2019,2,2019 Q2,1990,264168,0.007533085006511008
70-79,Male,2019,3,2019 Q3,1990,265881,0.007484551359442758
70-79,Male,2019,4,2019 Q4,2029,267176,0.007594244992065156
70-79,Male,2020,1,2020 Q1,2152,268076,0.00802757426998314
70-79,Male,2020,2,2020 Q2,2050,269365,0.007610491340745828
70-79,Male,2020,3,2020 Q3,1937,271014,0.007147232246304619
70-79,Male,2020,4,2020 Q4,2224,272021,0.008175839365343118
70-79,Male,2021,1,2021 Q1,2202,272754,0.008073208825535097
70-79,Male,2021,2,2021 Q2,2151,274103,0.007847415022819888
70-79,Male,2021,3,2021 Q3,2184,275085,0.007939364196521075
70-79,Male,2021,4,2021 Q4,2376,275335,0.008629487714965406
70-79,Male,2022,1,2022 Q1,2406,275694,0.008727066965548761
70-79,Male,2022,2,2022 Q2,2233,275898,0.008093570812401685
70-79,Male,2022,3,2022 Q3,2136,276475,0.007725834162220816
70-79,Male,2022,4,2022 Q4,2396,276300,0.008671733622873688
80-89,Female,2008,1,2008 Q1,2593,119885,0.021629061183634318
80-89,Female,2008,2,2008 Q2,2372,119864,0.019789094306881132
80-89,Female,2008,3,2008 Q3,2244,120068,0.01868940933471033
80-89,Female,2008,4,2008 Q4,2564,120220,0.021327566128763933
80-89,Female,2009,1,2009 Q1,2886,119883,0.02407347163484397
80-89,Female,2009,2,2009 Q2,2391,119551,0.019999832707380115
80-89,Female,2009,3,2009 Q3,2262,119786,0.018883675888668124
80-89,Female,2009,4,2009 Q4,2454,119978,0.020453749854139926
80-89,Female,2010,1,2010 Q1,2649,119280,0.022208249496981892
80-89,Female,2010,2,2010 Q2,2346,118527,0.01979295856640259
80-89,Female,2010,3,2010 Q3,2343,118447,0.01978099909664238
80-89,Female,2010,4,2010 Q4,2476,118209,0.020945951661886997
80-89,Female,2011,1,2011 Q1,2491,117843,0.021138294171058104
80-89,Female,2011,2,2011 Q2,2234,117548,0.01900500221186239
80-89,Female,2011,3,2011 Q3,2099,117585,0.017850916358379047
80-89,Female,2011,4,2011 Q4,2330,117657,0.019803326618900705
80-89,Female,2012,1,2012 Q1,2371,117091,0.020249207881049783
80-89,Female,2012,2,2012 Q2,2277,117119,0.01944176435932684
80-89,Female,2012,3,2012 Q3,2076,117175,0.017717089822914443
80-89,Female,2012,4,2012 Q4,2338,117454,0.0199056651965876
80-89,Female,2013,1,2013 Q1,2680,117266,0.022854024184333056
80-89,Female,2013,2,2013 Q2,2103,116781,0.01800806638066124
80-89,Female,2013,3,2013 Q3,2046,116939,0.0174963014905207
80-89,Female,2013,4,2013 Q4,2195,117210,0.018727071069021415
80-89,Female,2014,1,2014 Q1,2228,117108,0.019025173344263416
80-89,Female,2014,2,2014 Q2,2040,117273,0.01739530838300376
80-89,Female,2014,3,2014 Q3,2123,117695,0.018038149454097454
80-89,Female,2014,4,2014 Q4,2110,117814,0.017909586297044495
80-89,Female,2015,1,2015 Q1,2460,118130,0.02082451536442902
80-89,Female,2015,2,2015 Q2,2087,118147,0.017664434983537456
80-89,Female,2015,3,2015 Q3,2007,118764,0.016899060321309486
80-89,Female,2015,4,2015 Q4,2173,119305,0.01821382171744688
80-89,Female,2016,1,2016 Q1,2361,119382,0.019776850781524854
80-89,Female,2016,2,2016 Q2,2147,119650,0.017944003343083995
80-89,Female,2016,3,2016 Q3,1980,120419,0.016442587963693436
80-89,Female,2016,4,2016 Q4,2205,121122,0.018204785257839202
80-89,Female,2017,1,2017 Q1,2424,121384,0.01996968298952086
80-89,Female,2017,2,2017 Q2,2102,121879,0.017246613444481824
80-89,Female,2017,3,2017 Q3,2016,122910,0.016402245545521114
80-89,Female,2017,4,2017 Q4,2249,123817,0.01816390317969261
80-89,Female,2018,1,2018 Q1,2615,124505,0.02100317256335087
80-89,Female,2018,2,2018 Q2,2126,125065,0.016999160436572982
80-89,Female,2018,3,2018 Q3,2067,126139,0.01638668453055756
80-89,Female,2018,4,2018 Q4,2171,127038,0.017089374832727214
80-89,Female,2019,1,2019 Q1,2366,127815,0.018511129366662753
80-89,Female,2019,2,2019 Q2,2159,128638,0.016783532082277397
80-89,Female,2019,3,2019 Q3,2119,129929,0.01630890717237876
80-89,Female,2019,4,2019 Q4,2234,130986,0.017055257813812164
80-89,Female,2020,1,2020 Q1,2281,131780,0.01730915161633025
80-89,Female,2020,2,2020 Q2,2156,133130,0.016194696912792007
80-89,Female,2020,3,2020 Q3,2087,134522,0.015514190987347794
80-89,Female,2020,4,2020 Q4,2437,135830,0.01794154457778105
80-89,Female,2021,1,2021 Q1,2352,136546,0.0172249644808343
80-89,Female,2021,2,2021 Q2,2188,137606,0.01590046945627371
80-89,Female,2021,3,2021 Q3,2357,139260,0.016925175929915267
80-89,Female,2021,4,2021 Q4,2659,140510,0.018923920005693547
80-89,Female,2022,1,2022 Q1,2592,141283,0.018346156296228138
80-89,Female,2022,2,2022 Q2,2390,142552,0.016765811773949157
80-89,Female,2022,3,2022 Q3,2358,144730,0.016292406550127824
80-89,Female,2022,4,2022 Q4,2655,146744,0.01809273292264079
80-89,Male,2008,1,2008 Q1,2140,69275,0.03089137495488993
80-89,Male,2008,2,2008 Q2,1904,69491,0.027399231555165417
80-89,Male,2008,3,2008 Q3,1781,69918,0.025472696587430992
80-89,Male,2008,4,2008 Q4,2011,70442,0.02854830924732404
80-89,Male,2009,1,2009 Q1,2297,70618,0.032527117732023
80-89,Male,2009,2,2009 Q2,1929,70802,0.027244993079291544
80-89,Male,2009,3,2009 Q3,1829,71286,0.025657211794742306
80-89,Male,2009,4,2009 Q4,2020,71721,0.028164693743812832
80-89,Male,2010,1,2010 Q1,2181,71611,0.030456214827330998
80-89,Male,2010,2,2010 Q2,1905,71590,0.026609861712529683
80-89,Male,2010,3,2010 Q3,1877,71961,0.026083573046511304
80-89,Male,2010,4,2010 Q4,1995,72257,0.027609781751249014
80-89,Male,2011,1,2011 Q1,2061,72296,0.02850780126148058
80-89,Male,2011,2,2011 Q2,1832,72409,0.025300722285903687
80-89,Male,2011,3,2011 Q3,1788,72849,0.024543919614545155
80-89,Male,2011,4,2011 Q4,1921,73302,0.026206651933098686
80-89,Male,2012,1,2012 Q1,2069,73437,0.028173808842953823
80-89,Male,2012,2,2012 Q2,1835,73702,0.024897560446120865
80-89,Male,2012,3,2012 Q3,1794,74189,0.02418148243000984
80-89,Male,2012,4,2012 Q4,1949,74627,0.026116552990204617
80-89,Male,2013,1,2013 Q1,2393,74785,0.03199839540014709
80-89,Male,2013,2,2013 Q2,1906,74692,0.025518127778075297
80-89,Male,2013,3,2013 Q3,1705,75083,0.022708202922099543
80-89,Male,2013,4,2013 Q4,1911,75835,0.025199446166018328
80-89,Male,2014,1,2014 Q1,2012,76258,0.026384117076241182
80-89,Male,2014,2,2014 Q2,1841,76918,0.023934579682259028
80-89,Male,2014,3,2014 Q3,1799,77519,0.023207213715347206
80-89,Male,2014,4,2014 Q4,1918,78108,0.024555743329748553
80-89,Male,2015,1,2015 Q1,2126,78506,0.027080732682852268
80-89,Male,2015,2,2015 Q2,1902,79079,0.02405189746961899
80-89,Male,2015,3,2015 Q3,1816,79843,0.02274463634883459
80-89,Male,2015,4,2015 Q4,2017,80586,0.025029161392797757
80-89,Male,2016,1,2016 Q1,2163,80912,0.026732746687759542
80-89,Male,2016,2,2016 Q2,1876,81417,0.023041870862350614
80-89,Male,2016,3,2016 Q3,1884,82449,0.02285048939344322
80-89,Male,2016,4,2016 Q4,1944,83391,0.02331186818721445
80-89,Male,2017,1,2017 Q1,2237,83961,0.0266433224949679
80-89,Male,2017,2,2017 Q2,2005,84563,0.023710133273417453
80-89,Male,2017,3,2017 Q3,1860,85754,0.021689950323017
80-89,Male,2017,4,2017 Q4,2045,86725,0.023580282502162007
80-89,Male,2018,1,2018 Q1,2467,87549,0.02817850575106512
80-89,Male,2018,2,2018 Q2,2107,88195,0.02389024321106639
80-89,Male,2018,3,2018 Q3,2097,89471,0.023437761956388102
80-89,Male,2018,4,2018 Q4,2035,90264,0.022544979172205975
80-89,Male,2019,1,2019 Q1,2215,91188,0.02429047681712506
80-89,Male,2019,2,2019 Q2,2027,92018,0.022028298811102177
80-89,Male,2019,3,2019 Q3,1954,93324,0.020937808066520937
80-89,Male,2019,4,2019 Q4,2166,94535,0.0229121489395462
80-89,Male,2020,1,2020 Q1,2243,95518,0.023482484976653614
80-89,Male,2020,2,2020 Q2,2132,96888,0.022004789034761787
80-89,Male,2020,3,2020 Q3,2080,98190,0.0211834199001935
80-89,Male,2020,4,2020 Q4,2415,99560,0.024256729610285254
80-89,Male,2021,1,2021 Q1,2364,100102,0.023615911769994606
80-89,Male,2021,2,2021 Q2,2131,101149,0.021067929490158083
80-89,Male,2021,3,2021 Q3,2264,102700,0.022044790652385588
80-89,Male,2021,4,2021 Q4,2624,104022,0.025225433081463536
80-89,Male,2022,1,2022 Q1,2709,104740,0.025864044300171855
80-89,Male,2022,2,2022 Q2,2372,105899,0.02239870064873134
80-89,Male,2022,3,2022 Q3,2388,107780,0.02215624420115049
80-89,Male,2022,4,2022 Q4,2606,109657,0.023765012721486088
90+,Female,2008,1,2008 Q1,1672,27046,0.06182060193743992
90+,Female,2008,2,2008 Q2,1501,27049,0.0554918850974158
90+,Female,2008,3,2008 Q3,1439,27188,0.05292776224805061
90+,Female,2008,4,2008 Q4,1592,27331,0.058248874903955215
90+,Female,2009,1,2009 Q1,1884,27348,0.06888986397542782
90+,Female,2009,2,2009 Q2,1422,27013,0.05264132084551883
90+,Female,2009,3,2009 Q3,1395,27020,0.05162842339008142
90+,Female,2009,4,2009 Q4,1506,27127,0.05551664393408781
90+,Female,2010,1,2010 Q1,1626,27470,0.05919184564979978
90+,Female,2010,2,2010 Q2,1495,27919,0.05354776317203338
90+,Female,2010,3,2010 Q3,1502,28322,0.05303297789704117
90+,Female,2010,4,2010 Q4,1610,28601,0.05629173805111709
90+,Female,2011,1,2011 Q1,1698,28675,0.0592153443766347
90+,Female,2011,2,2011 Q2,1520,28829,0.05272468694717125
90+,Female,2011,3,2011 Q3,1495,29115,0.051348102352739136
90+,Female,2011,4,2011 Q4,1640,29469,0.05565170178831993
90+,Female,2012,1,2012 Q1,1720,29635,0.05803948034418761
90+,Female,2012,2,2012 Q2,1490,29745,0.0500924525130274
90+,Female,2012,3,2012 Q3,1470,30010,0.048983672109296904
90+,Female,2012,4,2012 Q4,1655,30248,0.05471436128008463
90+,Female,2013,1,2013 Q1,2022,30131,0.06710696624738641
90+,Female,2013,2,2013 Q2,1614,29977,0.05384127831337358
90+,Female,2013,3,2013 Q3,1493,30187,0.0494583761221718
90+,Female,2013,4,2013 Q4,1492,30539,0.04885556174072497
90+,Female,2014,1,2014 Q1,1635,30703,0.053252125199491906
90+,Female,2014,2,2014 Q2,1509,30940,0.04877181641887524
90+,Female,2014,3,2014 Q3,1642,31262,0.052523830848954005
90+,Female,2014,4,2014 Q4,1665,31383,0.05305420131918555
90+,Female,2015,1,2015 Q1,1959,31472,0.06224580579562786
90+,Female,2015,2,2015 Q2,1672,31410,0.05323145495065266
90+,Female,2015,3,2015 Q3,1562,31558,0.04949616578997402
90+,Female,2015,4,2015 Q4,1660,31753,0.0522785248637924
90+,Female,2016,1,2016 Q1,1875,31802,0.05895855606565625
90+,Female,2016,2,2016 Q2,1676,31816,0.05267789791299975
90+,Female,2016,3,2016 Q3,1568,31987,0.049019914340200706
90+,Female,2016,4,2016 Q4,1691,32223,0.05247804363342954
90+,Female,2017,1,2017 Q1,2030,32235,0.06297502714440825
90+,Female,2017,2,2017 Q2,1703,31994,0.05322873038694755
90+,Female,2017,3,2017 Q3,1598,32192,0.049639662027833
90+,Female,2017,4,2017 Q4,1695,32385,0.0523390458545623
90+,Female,2018,1,2018 Q1,2179,32248,0.06757008186554204
90+,Female,2018,2,2018 Q2,1696,31943,0.05309457471120433
90+,Female,2018,3,2018 Q3,1686,32024,0.05264801398950787
90+,Female,2018,4,2018 Q4,1674,32104,0.05214303513580862
90+,Female,2019,1,2019 Q1,1852,32111,0.05767494005169568
90+,Female,2019,2,2019 Q2,1719,32066,0.053608183122310235
90+,Female,2019,3,2019 Q3,1608,32094,0.05010282295756216
90+,Female,2019,4,2019 Q4,1742,32215,0.054074189042371566
90+,Female,2020,1,2020 Q1,1773,32055,0.05531118390266729
90+,Female,2020,2,2020 Q2,1693,32022,0.05286990194241459
90+,Female,2020,3,2020 Q3,1666,32115,0.051876070372100264
90+,Female,2020,4,2020 Q4,1741,32218,0.05403811533925135
90+,Female,2021,1,2021 Q1,1784,32217,0.0553744917279697
90+,Female,2021,2,2021 Q2,1714,32226,0.05318686774654006
90+,Female,2021,3,2021 Q3,1775,32301,0.05495185907557042
90+,Female,2021,4,2021 Q4,1973,32352,0.06098541048466864
90+,Female,2022,1,2022 Q1,2116,32024,0.06607544341743692
90+,Female,2022,2,2022 Q2,1727,31785,0.054333805254050654
90+,Female,2022,3,2022 Q3,1707,31842,0.053608441680798945
90+,Female,2022,4,2022 Q4,1909,31940,0.059768315591734504
90+,Male,2008,1,2008 Q1,670,8834,0.0758433325786733
90+,Male,2008,2,2008 Q2,618,8854,0.06979896092161735
90+,Male,2008,3,2008 Q3,602,8878,0.06780806487947735
90+,Male,2008,4,2008 Q4,664,9013,0.07367136358593143
90+,Male,2009,1,2009 Q1,761,9007,0.08448984123459531
90+,Male,2009,2,2009 Q2,585,8837,0.06619893629059635
90+,Male,2009,3,2009 Q3,536,8845,0.0605992085924251
90+,Male,2009,4,2009 Q4,619,8992,0.06883896797153025
90+,Male,2010,1,2010 Q1,733,9149,0.08011804568805334
90+,Male,2010,2,2010 Q2,561,9255,0.06061588330632091
90+,Male,2010,3,2010 Q3,582,9488,0.06134064080944351
90+,Male,2010,4,2010 Q4,678,9642,0.07031736154324829
90+,Male,2011,1,2011 Q1,733,9691,0.07563718914456713
90+,Male,2011,2,2011 Q2,613,9805,0.06251912289648139
90+,Male,2011,3,2011 Q3,601,9972,0.06026875250701966
90+,Male,2011,4,2011 Q4,662,10149,0.06522810129076756
90+,Male,2012,1,2012 Q1,724,10200,0.07098039215686275
90+,Male,2012,2,2012 Q2,656,10263,0.06391893208613465
90+,Male,2012,3,2012 Q3,646,10382,0.06222307840493161
90+,Male,2012,4,2012 Q4,688,10492,0.06557377049180328
90+,Male,2013,1,2013 Q1,871,10501,0.08294448147795448
90+,Male,2013,2,2013 Q2,670,10432,0.06422546012269939
90+,Male,2013,3,2013 Q3,624,10604,0.05884571859675594
90+,Male,2013,4,2013 Q4,624,10735,0.058127619934792735
90+,Male,2014,1,2014 Q1,731,10822,0.06754758824616522
90+,Male,2014,2,2014 Q2,627,10905,0.05749656121045392
90+,Male,2014,3,2014 Q3,692,11122,0.062219025355151954
90+,Male,2014,4,2014 Q4,742,11274,0.06581514990243037
90+,Male,2015,1,2015 Q1,884,11301,0.07822316609149632
90+,Male,2015,2,2015 Q2,691,11289,0.06121002746035964
90+,Male,2015,3,2015 Q3,666,11426,0.05828811482583581
90+,Male,2015,4,2015 Q4,776,11633,0.06670678242929597
90+,Male,2016,1,2016 Q1,834,11662,0.07151432001371977
90+,Male,2016,2,2016 Q2,718,11755,0.06108039132284134
90+,Male,2016,3,2016 Q3,669,11966,0.055908407153601875
90+,Male,2016,4,2016 Q4,881,12157,0.072468536645554
90+,Male,2017,1,2017 Q1,979,12141,0.08063586195535788
90+,Male,2017,2,2017 Q2,731,12069,0.06056839837600464
90+,Male,2017,3,2017 Q3,717,12235,0.05860237024928484
90+,Male,2017,4,2017 Q4,841,12416,0.06773518041237113
90+,Male,2018,1,2018 Q1,1042,12392,0.08408650742414461
90+,Male,2018,2,2018 Q2,799,12289,0.0650174953210188
90+,Male,2018,3,2018 Q3,772,12378,0.06236871869445791
90+,Male,2018,4,2018 Q4,834,12577,0.06631152103045242
90+,Male,2019,1,2019 Q1,919,12632,0.07275174160861304
90+,Male,2019,2,2019 Q2,759,12690,0.05981087470449173
90+,Male,2019,3,2019 Q3,770,12861,0.05987092761060571
90+,Male,2019,4,2019 Q4,912,13031,0.06998695418617144
90+,Male,2020,1,2020 Q1,923,12973,0.07114776844214908
90+,Male,2020,2,2020 Q2,820,13005,0.06305267204921185
90+,Male,2020,3,2020 Q3,818,13150,0.06220532319391635
90+,Male,2020,4,2020 Q4,927,13237,0.07003097378560097
90+,Male,2021,1,2021 Q1,962,13241,0.07265312287591572
90+,Male,2021,2,2021 Q2,814,13253,0.0614200558364144
90+,Male,2021,3,2021 Q3,853,13390,0.0637042569081404
90+,Male,2021,4,2021 Q4,1016,13525,0.07512014787430683
90+,Male,2022,1,2022 Q1,1082,13441,0.08049996280038688
90+,Male,2022,2,2022 Q2,871,13367,0.06516046981372035
90+,Male,2022,3,2022 Q3,841,13520,0.06220414201183432
90+,Male,2022,4,2022 Q4,971,13683,0.07096396988964408
